"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"http://www.impactlaytonseo.com/","text/html","301","Moved Permanently","Non-Indexable","Redirected","14","0.166","https://www.impactlaytonseo.com/","HTTP Redirect"
"http://www.allaboutdnt.com./","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","1","0.026","https://fpf.org/thank-you-for-visiting-allaboutdnt-com/","HTTP Redirect"
"http://www.allaboutcookies.org/","text/html","301","Moved Permanently","Non-Indexable","Redirected","1","0.086","https://www.allaboutcookies.org/","HTTP Redirect"
"https://www.opera.com/help/tutorials/security/privacy/","","301","Moved Permanently","Non-Indexable","Redirected","1","0.086","https://help.opera.com/latest/web-preferences/","HTTP Redirect"
"https://support.microsoft.com/en-gb/help/17442/windows-internet-explorer-delete-manage-cookies","","301","Moved Permanently","Non-Indexable","Redirected","1","0.055","https://support.microsoft.com/en-GB/topic/168dab11-0753-043d-7c16-ede5947fc64d","HTTP Redirect"
"https://privacy.microsoft.com/en-us/windows-10-microsoft-edge-and-privacy","","301","Moved Permanently","Non-Indexable","Redirected","1","0.023","https://support.microsoft.com/help/4468242","HTTP Redirect"
