"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://www.veteransplumbingcorp.com/privacy-policy","https://support.mozilla.org/en-US/kb/enable-and-disable-cookies-website-preferences","0","","https://support.mozilla.org/en-US/kb/enable-and-disable-cookies-website-preferences","406","Not Acceptable","true","_blank","","Absolute","//body/div[@id='dm']/div/div/div/div/div/div/div/div[@class='site_content']/div[@id='dmFirstContainer']/div/div/div/div[@id='1017537811']/div/div/div/ul[2]/li[3]/a","Content","HTML"
