"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://support.mozilla.org/en-US/kb/enable-and-disable-cookies-website-preferences","","406","Not Acceptable","Non-Indexable","Client Error","1","0.102","",""
