"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://www.veteransplumbingcorp.com/Water-Heater-Replacement","5","Water Heater Replacement & Service in Boise","43","Exceptional Water Heater Replacement Boise Residents","52","Indexable",""
